iter	Passed	Remaining
1140	102603	77244
1141	102717	77173
1142	102847	77113
1143	102953	77034
1144	103071	76965
1145	103171	76883
1146	103293	76816
1147	103394	76734
1148	103502	76658
1149	103623	76591
1150	103715	76502
1151	103825	76426
1152	103933	76349
1153	104004	76245
1154	104121	76175
1155	104226	76095
1156	104287	75984
1157	104370	75889
1158	104457	75796
1159	104548	75707
1160	104648	75624
1161	104748	75541
1162	104833	75447
1163	104915	75352
1164	105009	75264
1165	105095	75171
1166	105185	75081
1167	105265	74983
1168	105363	74898
1169	105452	74808
1170	105540	74716
1171	105630	74626
1172	105732	74544
1173	105813	74448
1174	105908	74361
1175	105999	74272
1176	106094	74184
1177	106182	74093
1178	106269	74000
1179	106365	73915
1180	106453	73823
1181	106540	73731
1182	106632	73642
1183	106718	73549
1184	106814	73463
1185	106907	73374
1186	106996	73283
1187	107079	73188
1188	107189	73112
1189	107279	73021
1190	107370	72932
1191	107464	72844
1192	107549	72751
1193	107635	72658
1194	107720	72565
1195	107815	72477
1196	107899	72383
1197	107981	72288
1198	108071	72197
1199	108162	72108
1200	108251	72017
1201	108334	71922
1202	108429	71835
1203	108521	71746
1204	108613	71657
1205	108693	71561
1206	108786	71473
1207	108878	71383
1208	108963	71290
1209	109047	71196
1210	109140	71107
1211	109218	71009
1212	109307	70919
1213	109401	70831
1214	109488	70739
1215	109580	70650
1216	109658	70552
1217	109746	70461
1218	109837	70371
1219	109929	70282
1220	109992	70175
1221	110079	70083
1222	110166	69991
1223	110248	69896
1224	110340	69807
1225	110434	69719
1226	110528	69632
1227	110617	69541
1228	110705	69450
1229	110796	69360
1230	110892	69274
1231	110980	69182
1232	111071	69093
1233	111157	69000
1234	111238	68904
1235	111330	68816
1236	111417	68723
1237	111516	68639
1238	111600	68545
1239	111697	68460
1240	111786	68368
1241	111882	68282
1242	111967	68189
1243	112054	68097
1244	112138	68003
1245	112218	67907
1246	112307	67816
1247	112427	67744
1248	112508	67649
1249	112568	67541
1250	112655	67449
1251	112735	67352
1252	112815	67257
1253	112899	67163
1254	112987	67071
1255	113087	66987
1256	113200	66911
1257	113301	66828
1258	113395	66740
1259	113487	66651
1260	113571	66557
1261	113650	66461
1262	113745	66373
1263	113828	66279
1264	113917	66189
1265	113995	66091
1266	114081	66000
1267	114167	65907
1268	114252	65814
1269	114331	65718
1270	114422	65628
1271	114482	65521
1272	114568	65428
1273	114658	65339
1274	114723	65234
1275	114852	65167
1276	114961	65088
1277	115068	65007
1278	115160	64918
1279	115266	64837
1280	115355	64746
1281	115459	64664
1282	115553	64576
1283	115647	64489
1284	115732	64395
1285	115836	64313
1286	115906	64212
1287	115999	64123
1288	116091	64034
1289	116196	63953
1290	116277	63858
1291	116366	63767
1292	116447	63672
1293	116533	63580
1294	116596	63475
1295	116698	63391
1296	116778	63296
1297	116870	63207
1298	116967	63120
1299	117048	63026
1300	117148	62941
1301	117232	62848
1302	117320	62756
1303	117407	62665
1304	117496	62574
1305	117590	62486
1306	117685	62399
1307	117769	62306
1308	117860	62216
1309	117945	62124
1310	118033	62033
1311	118123	61943
1312	118215	61853
1313	118296	61758
1314	118377	61664
1315	118466	61573
1316	118557	61484
1317	118640	61390
1318	118720	61295
1319	118800	61200
1320	118892	61111
1321	118995	61028
1322	119074	60932
1323	119162	60841
1324	119249	60749
1325	119333	60656
1326	119407	60558
1327	119493	60466
1328	119598	60384
1329	119689	60294
1330	119782	60205
1331	119881	60120
1332	119965	60027
1333	120039	59929
1334	120125	59837
1335	120218	59749
1336	120281	59645
1337	120373	59556
1338	120468	59469
1339	120555	59378
1340	120639	59285
1341	120742	59201
1342	120837	59113
1343	120922	59021
1344	121015	58933
1345	121099	58840
1346	121188	58749
1347	121275	58658
1348	121358	58564
1349	121424	58463
1350	121513	58373
1351	121592	58278
1352	121684	58189
1353	121749	58087
1354	121848	58001
1355	121925	57905
1356	122015	57815
1357	122104	57725
1358	122197	57636
1359	122284	57545
1360	122372	57454
1361	122461	57364
1362	122541	57270
1363	122622	57176
1364	122711	57085
1365	122799	56994
1366	122892	56906
1367	122986	56818
1368	123079	56729
1369	123169	56639
1370	123260	56550
1371	123347	56459
1372	123437	56369
1373	123528	56279
1374	123620	56191
1375	123714	56102
1376	123792	56007
1377	123883	55918
1378	123973	55828
1379	124058	55736
1380	124143	55644
1381	124244	55559
1382	124331	55468
1383	124420	55377
1384	124513	55289
1385	124599	55197
1386	124693	55109
1387	124779	55017
1388	124863	54925
1389	124953	54835
1390	125038	54743
1391	125133	54656
1392	125221	54565
1393	125310	54475
1394	125397	54383
1395	125491	54295
1396	125580	54205
1397	125682	54120
1398	125765	54027
1399	125847	53934
1400	125932	53842
1401	126018	53750
1402	126106	53660
1403	126198	53571
1404	126278	53477
1405	126346	53378
1406	126436	53288
1407	126530	53200
1408	126619	53109
1409	126704	53018
1410	126792	52927
1411	126877	52835
1412	126962	52743
1413	127047	52651
1414	127134	52560
1415	127225	52471
1416	127301	52375
1417	127393	52287
1418	127493	52201
1419	127581	52110
1420	127671	52020
1421	127760	51930
1422	127847	51839
1423	127940	51751
1424	128034	51662
1425	128128	51574
1426	128218	51485
1427	128302	51392
1428	128401	51306
1429	128516	51226
1430	128602	51135
1431	128689	51044
1432	128786	50957
1433	128876	50867
1434	128970	50779
1435	129057	50688
1436	129138	50594
1437	129230	50505
1438	129310	50412
1439	129400	50322
1440	129491	50232
1441	129583	50143
1442	129664	50050
1443	129754	49961
1444	129833	49866
1445	129925	49777
1446	130021	49690
1447	130098	49595
1448	130190	49506
1449	130279	49416
1450	130369	49326
1451	130473	49241
1452	130554	49148
1453	130641	49058
1454	130730	48967
1455	130827	48880
1456	130916	48790
1457	130997	48697
1458	131077	48603
1459	131157	48510
1460	131227	48413
1461	131314	48322
1462	131378	48223
1463	131471	48134
1464	131564	48045
1465	131653	47955
1466	131744	47866
1467	131836	47777
1468	131918	47684
1469	132005	47593
1470	132095	47504
1471	132182	47413
1472	132278	47325
1473	132361	47233
1474	132445	47141
1475	132531	47050
1476	132619	46960
1477	132717	46873
1478	132812	46785
1479	132895	46692
1480	132984	46602
1481	133070	46511
1482	133162	46422
1483	133257	46334
1484	133351	46246
1485	133436	46155
1486	133527	46065
1487	133612	45974
1488	133709	45886
1489	133806	45799
1490	133889	45707
1491	133981	45618
1492	134072	45529
1493	134158	45437
1494	134251	45349
1495	134340	45259
1496	134428	45168
1497	134512	45076
1498	134600	44986
1499	134686	44895
1500	134783	44808
1501	134864	44715
1502	134963	44628
1503	135061	44541
1504	135145	44449
1505	135236	44360
1506	135323	44269
1507	135407	44177
1508	135514	44093
1509	135606	44004
1510	135694	43914
1511	135791	43827
1512	135890	43740
1513	135977	43649
1514	136049	43553
1515	136131	43461
1516	136222	43372
1517	136306	43280
1518	136394	43189
1519	136490	43102
1520	136580	43012
1521	136667	42921
1522	136759	42832
1523	136842	42740
1524	136926	42649
1525	137018	42560
1526	137095	42466
1527	137175	42373
1528	137285	42289
1529	137373	42199
1530	137471	42112
1531	137559	42021
1532	137638	41928
1533	137725	41838
1534	137809	41746
1535	137890	41654
1536	137971	41561
1537	138073	41475
1538	138161	41385
1539	138250	41295
1540	138343	41206
1541	138434	41117
1542	138524	41027
1543	138606	40935
1544	138693	40845
1545	138782	40755
1546	138858	40661
1547	138945	40570
1548	139032	40480
1549	139120	40389
1550	139204	40298
1551	139284	40205
1552	139377	40116
1553	139476	40029
1554	139560	39938
1555	139663	39852
1556	139744	39760
1557	139831	39669
1558	139912	39577
1559	140002	39487
1560	140091	39397
1561	140179	39307
1562	140278	39220
1563	140362	39129
1564	140444	39037
1565	140536	38948
1566	140623	38857
1567	140713	38768
1568	140785	38673
1569	140867	38581
1570	140951	38490
1571	141041	38400
1572	141134	38311
1573	141218	38220
1574	141307	38130
1575	141394	38040
1576	141476	37948
1577	141566	37858
1578	141654	37768
1579	141747	37679
1580	141835	37589
1581	141912	37496
1582	142001	37406
1583	142098	37318
1584	142191	37230
1585	142298	37144
1586	142405	37059
1587	142467	36962
1588	142580	36878
1589	142663	36787
1590	142765	36700
1591	142872	36615
1592	142970	36527
1593	143080	36443
1594	143187	36357
1595	143258	36263
1596	143377	36181
1597	143477	36093
1598	143565	36003
1599	143649	35912
1600	143736	35821
1601	143820	35730
1602	143912	35641
1603	144007	35553
1604	144074	35457
1605	144139	35361
1606	144233	35273
1607	144319	35182
1608	144450	35102
1609	144538	35012
1610	144629	34922
1611	144715	34832
1612	144809	34743
1613	144901	34654
1614	145025	34572
1615	145114	34482
1616	145213	34394
1617	145299	34304
1618	145385	34213
1619	145469	34122
1620	145564	34033
1621	145652	33943
1622	145737	33852
1623	145819	33761
1624	145904	33670
1625	145990	33579
1626	146089	33492
1627	146164	33398
1628	146244	33306
1629	146339	33218
1630	146430	33128
1631	146517	33038
1632	146610	32949
1633	146706	32860
1634	146791	32769
1635	146877	32679
1636	146963	32588
1637	147052	32498
1638	147139	32408
1639	147237	32320
1640	147333	32232
1641	147429	32143
1642	147523	32054
1643	147629	31968
1644	147717	31878
1645	147803	31787
1646	147894	31698
1647	147986	31608
1648	148081	31519
1649	148171	31430
1650	148261	31340
1651	148358	31252
1652	148455	31163
1653	148565	31078
1654	148650	30987
1655	148750	30899
1656	148845	30811
1657	148957	30725
1658	149056	30637
1659	149139	30546
1660	149218	30454
1661	149309	30365
1662	149403	30275
1663	149484	30184
