iter	RMSE
178	113.0436093
179	112.951708
180	112.68281
181	112.599766
182	112.4800466
183	112.4196854
184	112.1224786
185	112.0373202
186	112.0302759
187	111.709469
188	111.3494476
189	111.1983372
190	110.8962053
191	110.6738827
192	110.5343898
193	110.4497977
194	110.3871186
195	110.3095746
196	110.0426925
197	109.9994709
198	109.908232
199	109.8412411
200	109.7661946
201	109.5872647
202	109.3521334
203	109.0995024
204	108.976273
205	108.8462951
206	108.8016181
207	108.7321174
208	108.5579014
209	108.5023045
210	108.3637841
211	107.9189935
212	107.7788483
213	107.4519124
214	107.333042
215	107.107152
216	106.9828908
217	106.6807008
218	106.6250969
219	106.3466665
220	106.3149108
221	106.1611156
222	105.8581053
223	105.5864105
224	105.3333022
225	105.24235
226	105.0377532
227	104.9358357
228	104.7327282
229	104.5906535
230	104.3240968
231	104.2809756
232	104.0847962
233	104.0267751
234	103.8730977
235	103.7526462
236	103.5114441
237	103.3918366
238	103.2577079
239	103.1586547
240	103.070274
241	102.8478775
242	102.6600409
243	102.5995845
244	102.411514
245	102.2511992
246	102.0924559
247	101.9199146
248	101.7092473
249	101.6567196
250	101.6182432
251	101.5531049
252	101.38525
253	101.2297619
254	101.1027029
255	101.0523644
256	100.9449411
257	100.9066534
258	100.6422833
259	100.4978238
260	100.4085674
261	100.2471644
262	100.1745182
263	100.1115955
264	99.975191
265	99.89419012
266	99.75581643
267	99.65482303
268	99.53267824
269	99.40882556
270	99.39663793
271	99.30386351
272	99.14059286
273	98.91445084
274	98.74221087
275	98.71601553
276	98.68108561
277	98.5222446
278	98.40053849
279	98.28087781
280	98.27127016
281	98.04609474
282	97.89983572
283	97.8924472
284	97.79531156
285	97.76109305
286	97.75194536
287	97.74278728
288	97.58344473
289	97.43925184
290	97.20988973
291	96.97573562
292	96.94436545
293	96.90118177
294	96.81331269
295	96.66445891
296	96.55971494
297	96.5245468
298	96.47206047
299	96.43614619
300	96.36767277
301	96.27591429
302	96.23427892
303	96.06219439
304	96.04649487
305	95.95997272
306	95.89448882
307	95.81805391
308	95.62482705
309	95.62116125
310	95.53629008
311	95.44100099
312	95.41895331
313	95.29345568
314	95.24745386
315	95.23438662
316	95.19291709
317	95.06728907
318	94.96675115
319	94.96339511
320	94.85027145
321	94.82192999
322	94.81050539
323	94.55899847
324	94.4332824
325	94.39862344
326	94.36152308
327	94.16686131
328	94.12811876
329	94.0704829
330	93.95267489
331	93.84827467
332	93.80648497
333	93.70144352
334	93.54440145
335	93.52875545
336	93.36053472
337	93.31108836
338	93.19025075
339	93.13288829
340	93.08243682
341	92.96905603
342	92.87469281
343	92.82733347
344	92.75059848
345	92.70154219
346	92.63993069
347	92.4624087
348	92.39254234
349	92.38370738
350	92.32030326
351	92.29681385
352	92.14664735
353	92.09003664
354	92.04799457
355	91.91444081
356	91.84946757
357	91.77830775
358	91.62952209
359	91.58771485
360	91.58526628
361	91.5149192
362	91.44100227
363	91.34011907
364	91.29764711
365	91.19582158
366	91.15684293
367	91.13416943
368	91.12199488
369	90.98929703
370	90.91483703
371	90.84681536
372	90.76600026
373	90.75655033
374	90.73162513
375	90.69847166
376	90.64487741
377	90.6228646
378	90.58100389
379	90.53469154
380	90.36543111
381	90.25326744
382	90.23997289
383	90.15518955
384	90.11398182
385	89.9574502
386	89.92314702
387	89.79938035
388	89.66975866
389	89.60771753
390	89.57379703
391	89.49181364
392	89.37347969
393	89.27182914
394	89.23059576
395	89.19428907
396	89.18595577
397	89.15456428
398	89.10048794
399	89.08224726
400	89.06334239
401	89.03480936
402	89.02386876
403	88.96629851
404	88.93985184
405	88.85170739
406	88.81693506
407	88.70399116
408	88.68969797
409	88.58794588
410	88.55473868
411	88.48548568
412	88.45454603
413	88.38650474
414	88.3324261
415	88.27845575
416	88.23611996
417	88.21926782
418	88.19994411
419	88.13925175
420	88.10299591
421	88.07190424
422	88.04715405
423	88.03516715
424	88.02644997
425	88.01024224
426	87.9837188
427	87.93092022
428	87.87169844
429	87.86450823
430	87.78772262
431	87.65940794
432	87.6088216
433	87.53659227
434	87.47113363
435	87.42485726
436	87.40250158
437	87.31961765
438	87.2907064
439	87.25974596
440	87.16601085
441	87.08299291
442	86.97680667
443	86.88314157
444	86.74194032
445	86.64467302
446	86.64230293
447	86.5905442
448	86.56613908
449	86.56424086
450	86.51503034
451	86.42713285
452	86.39383481
453	86.30610995
454	86.26428257
455	86.20996198
456	86.18342549
457	86.16455414
458	86.12852991
459	86.0856387
460	85.94417821
461	85.92067554
462	85.89387127
463	85.85499531
464	85.83206968
465	85.79980817
466	85.64951582
467	85.51064048
468	85.49144705
469	85.41015276
470	85.28293646
471	85.22928615
472	85.19253452
473	85.1512081
474	85.12451652
475	85.05297665
476	84.93466742
477	84.91279883
478	84.86980077
479	84.80977963
480	84.77082386
481	84.75366759
482	84.66995904
483	84.50651891
484	84.47337085
485	84.44637652
486	84.40908675
487	84.38113691
488	84.3347356
489	84.24602637
490	84.12285786
491	84.07012288
492	84.05027792
493	83.88479326
494	83.86309434
495	83.80219696
496	83.78459555
497	83.75613968
498	83.71944184
499	83.70229746
500	83.67487481
501	83.65129118
502	83.6366454
503	83.60103239
504	83.58031617
505	83.56324227
506	83.45347821
507	83.44582489
508	83.41984033
509	83.3796499
510	83.28677008
511	83.28517794
512	83.26029836
513	83.22855149
514	83.20306185
515	83.17692249
516	83.14332233
517	83.08069093
518	83.05146675
519	83.03684718
520	83.03569503
521	82.98425506
522	82.90339583
523	82.84701487
524	82.78526615
525	82.74303448
526	82.71802063
527	82.66155955
528	82.64575633
529	82.63476495
530	82.62547683
531	82.53874773
532	82.50827121
533	82.50678673
534	82.43326523
535	82.39598909
536	82.39008841
537	82.36733319
538	82.29931282
539	82.28957451
540	82.26633828
541	82.26518255
542	82.24474439
543	82.23589444
544	82.21737351
545	82.1602751
546	82.09737367
547	82.0771555
548	82.07454636
549	82.02964101
550	81.9945097
551	81.96090454
552	81.944705
553	81.8900755
554	81.79182318
555	81.7108768
556	81.68990145
557	81.6445945
558	81.56671777
559	81.54058258
560	81.52617458
561	81.47988079
562	81.44426128
563	81.40546827
564	81.37280702
565	81.34111499
566	81.30877499
567	81.27070153
568	81.22465847
569	81.18645189
570	81.10940456
571	81.05499988
572	81.04121801
573	81.01393908
574	81.00471925
575	80.99103893
576	80.98347345
577	80.95937811
578	80.91488374
579	80.89404315
580	80.79976118
581	80.76577389
582	80.752972
583	80.63893685
584	80.59766527
585	80.59348065
586	80.55917968
587	80.51343548
588	80.38098016
589	80.34484304
590	80.34394421
591	80.32723321
592	80.2955017
593	80.22429811
594	80.11846077
595	80.09312473
596	80.01930996
597	79.98262452
598	79.98076626
599	79.87438966
600	79.86952209
601	79.82187702
602	79.71965709
603	79.70129593
604	79.65378895
605	79.64282614
606	79.63599388
607	79.61868454
608	79.59610235
609	79.54846853
610	79.53030895
611	79.49946375
612	79.45169624
613	79.36748632
614	79.32712869
615	79.32094691
616	79.30157605
617	79.28850465
618	79.25953651
619	79.25388976
620	79.24871979
621	79.22129132
622	79.21653783
623	79.15386053
624	79.06036984
625	78.94910312
626	78.91804169
627	78.88686859
628	78.84064909
629	78.77745358
630	78.74089801
631	78.6995911
632	78.58020221
633	78.57672937
634	78.56560255
635	78.53784754
636	78.52832823
637	78.46578926
638	78.44322481
639	78.43437597
640	78.41633112
641	78.39849526
642	78.37195673
643	78.36372029
644	78.35915537
645	78.27016515
646	78.24385067
647	78.08156389
648	78.07735425
649	78.07608979
650	78.06873736
651	78.04816766
652	78.03731304
653	77.97714343
654	77.97392656
655	77.89042886
656	77.79753572
657	77.71002307
658	77.70509704
659	77.68731424
660	77.66368186
661	77.63985252
662	77.63832306
663	77.61445449
664	77.57366767
665	77.54621199
666	77.50092124
667	77.4856975
668	77.47029723
669	77.45752426
670	77.43603079
671	77.42612241
672	77.42188494
673	77.36682236
674	77.27317427
675	77.22248094
676	77.19290004
677	77.16935198
678	77.13356647
679	77.08334048
680	77.06357086
681	77.05650698
682	77.04158137
683	76.96848001
684	76.88535943
685	76.88523341
686	76.82320965
687	76.78994477
688	76.75785968
689	76.69758684
690	76.63205815
691	76.58702337
692	76.5712727
693	76.54688198
694	76.51988224
695	76.51371942
696	76.49550106
697	76.46610393
698	76.45048619
699	76.41427833
700	76.37986357
701	76.34400762
702	76.31279724
703	76.22490211
704	76.22064316
705	76.12045044
706	76.10180633
707	76.08147903
708	76.02630275
709	75.97989949
710	75.97602323
711	75.96674259
712	75.96253338
713	75.89842473
714	75.87245782
715	75.85850202
716	75.85500857
717	75.82582172
718	75.81981232
719	75.80103649
720	75.77057813
721	75.7383771
722	75.70657747
723	75.7020237
724	75.67389359
725	75.65720849
726	75.65072388
727	75.63300221
728	75.60798766
729	75.54674525
730	75.52358968
731	75.38115478
732	75.34949245
733	75.31835576
734	75.29147485
735	75.2860331
736	75.25236752
737	75.24724842
738	75.22568417
739	75.20489034
740	75.2040552
741	75.19846499
742	75.17846005
743	75.15123141
744	75.13066801
745	75.12969377
746	74.97763963
747	74.95095081
748	74.93241512
749	74.8834651
750	74.8040557
751	74.77564192
752	74.7141257
753	74.71098311
754	74.65946751
755	74.62626334
756	74.61427792
757	74.61227854
758	74.59452497
759	74.53991142
760	74.51911244
761	74.45993058
762	74.44080127
763	74.41766052
764	74.29866609
765	74.27031415
766	74.22774146
767	74.19632095
768	74.17649007
769	74.04910954
770	74.02756465
771	74.00220537
772	74.00045993
773	73.98344648
774	73.94599833
775	73.93771343
776	73.9270473
777	73.9139562
778	73.8982157
779	73.85949041
780	73.78128331
781	73.73055215
782	73.69634068
783	73.61687338
784	73.5724783
785	73.53147839
786	73.52905409
787	73.50403252
788	73.48316382
789	73.45313431
790	73.43211248
791	73.37434172
792	73.37219589
793	73.3547542
794	73.29958347
795	73.2953554
796	73.26288592
797	73.20295561
798	73.20237009
799	73.19589161
800	73.18324837
801	73.11323465
802	73.10621833
803	73.10572522
804	73.10239304
805	73.08508855
806	73.08157478
807	73.07739749
808	73.07568243
809	73.04762589
810	73.04542771
811	72.99805538
812	72.98308464
813	72.97757526
814	72.97298859
815	72.95753965
816	72.89625509
817	72.89332771
818	72.83601172
819	72.83452299
820	72.82262756
821	72.78288853
822	72.78038766
823	72.76372062
824	72.70938687
825	72.70923589
826	72.69076946
827	72.66060292
828	72.65227742
829	72.6415725
830	72.62897857
831	72.6196702
832	72.60035633
833	72.58887552
834	72.52797964
835	72.49599035
836	72.46828014
837	72.46768403
838	72.45771921
839	72.44043551
840	72.43922505
841	72.39299508
842	72.3653767
843	72.3248085
844	72.30854239
845	72.23960434
846	72.17538388
847	72.10373196
848	72.09012471
849	72.05151858
850	72.04275156
851	72.02210907
852	72.013263
853	72.00925918
854	71.93230429
855	71.91754156
856	71.9171438
857	71.91363351
858	71.8753189
859	71.84473616
860	71.81787159
861	71.81458552
862	71.81032671
863	71.7988623
864	71.72821313
865	71.69576346
866	71.68401149
867	71.68358119
868	71.60502921
869	71.50525284
870	71.49945599
871	71.47184616
872	71.45327667
873	71.353865
874	71.33127416
875	71.31129541
876	71.30818674
877	71.3026679
878	71.26604228
879	71.17641929
880	71.16689938
881	71.1625776
882	71.15019147
883	71.1351278
884	71.10772575
885	71.08524846
886	71.08435238
887	71.06877093
888	71.05239033
889	71.02938438
890	71.02596712
891	70.98205355
892	70.97674097
893	70.96449711
894	70.94618649
895	70.93966249
896	70.93926046
897	70.9269619
898	70.86671904
899	70.8447316
900	70.82894416
901	70.81273844
902	70.8096841
903	70.77908787
904	70.76709764
905	70.73410862
906	70.70148874
907	70.69867489
908	70.6810396
909	70.60296849
910	70.59323705
911	70.58990705
912	70.58155639
913	70.57870217
914	70.51019609
915	70.50240403
916	70.49953728
917	70.44813998
918	70.43041966
919	70.41712413
920	70.40488476
921	70.39161841
922	70.34495008
923	70.34343353
924	70.33744481
925	70.32550308
926	70.28964673
927	70.28652762
928	70.24451614
929	70.07512116
930	70.05750527
931	70.04531804
932	70.04298328
933	70.03239822
934	69.95794211
935	69.90064414
936	69.89119134
937	69.88804639
938	69.88769475
939	69.78969075
940	69.76462395
941	69.7537432
942	69.71661779
943	69.70895018
944	69.70665493
945	69.62251371
946	69.52657015
947	69.51139705
948	69.51109001
949	69.48498393
950	69.47259346
951	69.42314423
952	69.4116666
953	69.41157613
954	69.40878285
955	69.40799101
956	69.39785628
957	69.37884408
958	69.3677736
959	69.35143578
960	69.34823198
961	69.32450197
962	69.32175823
963	69.30249667
964	69.29100599
965	69.27822404
966	69.26421357
967	69.25376417
968	69.22115136
969	69.21824753
970	69.20857967
971	69.19940051
972	69.18440681
973	69.13620166
974	69.12308025
975	69.10457403
976	69.09509633
977	69.08001374
978	69.07390725
979	69.0622346
980	68.9955849
981	68.99532606
982	68.97899641
983	68.9693046
984	68.91073127
985	68.88901304
986	68.84535455
987	68.78817081
988	68.72189042
989	68.71312919
990	68.69958344
991	68.69658575
992	68.68811006
993	68.67401524
994	68.66070223
995	68.63364212
996	68.63339803
997	68.61770689
998	68.60091751
999	68.50336193
1000	68.45890803
1001	68.45612265
1002	68.44311472
1003	68.37801623
1004	68.35658567
1005	68.34123253
1006	68.31563519
1007	68.28130437
1008	68.27595689
1009	68.2332818
1010	68.20233169
1011	68.191821
1012	68.13589751
1013	68.09899307
1014	68.088731
1015	68.08555424
1016	68.08533411
1017	68.07651796
1018	68.06736839
1019	68.02269775
1020	67.96362757
1021	67.95426071
1022	67.95014508
1023	67.94633875
1024	67.94454942
1025	67.94405413
1026	67.94201433
1027	67.91638324
1028	67.91286874
1029	67.90357452
1030	67.89492421
1031	67.86574331
1032	67.84064435
1033	67.80936093
1034	67.79143497
1035	67.77987911
1036	67.76367279
1037	67.75743471
1038	67.75592946
1039	67.73158715
1040	67.72387182
1041	67.64276141
1042	67.60858865
1043	67.57806286
1044	67.46454531
1045	67.4278095
1046	67.40710799
1047	67.39197562
1048	67.37060632
1049	67.36596295
1050	67.33601037
1051	67.3182971
1052	67.30808543
1053	67.26811406
1054	67.22130763
1055	67.21744218
1056	67.18245479
1057	67.17363077
1058	67.14529872
1059	67.1417197
1060	67.11148467
1061	67.11129332
1062	67.10719156
1063	67.04914656
1064	67.03549961
1065	67.01013297
1066	67.00771168
1067	66.99072355
1068	66.96960746
1069	66.96615466
1070	66.96312866
1071	66.89127911
1072	66.89088019
1073	66.87243461
1074	66.8631764
1075	66.82669195
1076	66.8174106
1077	66.79927527
1078	66.77796338
1079	66.75961497
1080	66.73782301
1081	66.714125
1082	66.70764813
1083	66.70709865
1084	66.67960683
1085	66.66169828
1086	66.60240056
1087	66.60181741
1088	66.58876608
1089	66.57817352
1090	66.5461134
1091	66.53317752
1092	66.50426764
1093	66.46442655
1094	66.45657994
1095	66.44808873
1096	66.44490634
1097	66.39894603
1098	66.38493495
1099	66.36565752
1100	66.31884574
1101	66.29834153
1102	66.1986379
1103	66.19403544
1104	66.18225346
1105	66.14359962
1106	66.14258935
1107	66.14218172
1108	66.12784851
1109	66.08785538
1110	66.06272999
1111	66.04687614
1112	66.04600079
1113	66.03251063
1114	66.01373584
1115	65.99168368
1116	65.98183557
1117	65.96822778
1118	65.92905943
1119	65.8837552
1120	65.84670344
1121	65.83953315
1122	65.79192128
1123	65.75290855
1124	65.68639332
1125	65.63656144
1126	65.61831199
1127	65.60535074
1128	65.60197056
1129	65.59671856
1130	65.57061695
1131	65.55066585
1132	65.5299297
1133	65.49958219
1134	65.47809128
1135	65.45356722
1136	65.4534535
1137	65.45311595
1138	65.41883789
1139	65.40978336
1140	65.39355339
1141	65.39277127
1142	65.38612612
1143	65.38323615
1144	65.38263026
1145	65.32998419
1146	65.30945825
1147	65.30680872
1148	65.30139969
1149	65.28261392
1150	65.26247946
1151	65.23867464
1152	65.23608407
1153	65.23378961
1154	65.22958097
1155	65.2259153
1156	65.22386713
1157	65.22349229
1158	65.21614075
1159	65.20496546
1160	65.20119481
1161	65.15778029
1162	65.13903555
1163	65.11716413
1164	65.11661489
1165	65.11649037
1166	65.08848445
1167	65.07611447
1168	65.06537132
1169	65.06467445
1170	65.05261014
1171	65.03431149
1172	65.01019956
1173	64.99273934
1174	64.9851934
1175	64.95662663
1176	64.95584432
1177	64.95565127
1178	64.95019127
1179	64.93553702
1180	64.90469868
1181	64.90301852
1182	64.89125175
1183	64.86100328
1184	64.81411847
1185	64.79174775
1186	64.77709427
1187	64.76329074
1188	64.75917991
1189	64.67961801
1190	64.67005176
1191	64.63332526
1192	64.52670298
1193	64.51623639
1194	64.49035163
1195	64.48166762
1196	64.42897932
1197	64.39974108
1198	64.39500226
1199	64.37653689
1200	64.36318937
1201	64.32054426
1202	64.2974629
1203	64.2918334
1204	64.27447287
1205	64.27145691
1206	64.25992631
1207	64.23962211
1208	64.22996789
1209	64.22813735
1210	64.19028324
1211	64.18767666
1212	64.16704988
1213	64.14892862
1214	64.12493928
1215	64.07740761
1216	64.04388348
1217	64.0126249
1218	63.99649898
1219	63.99292133
1220	63.97865221
1221	63.95800363
1222	63.94186698
1223	63.93411128
1224	63.88012497
1225	63.8663415
1226	63.82783089
1227	63.82483086
1228	63.80429843
1229	63.72281821
1230	63.71819008
1231	63.70675739
1232	63.6735617
1233	63.65746329
1234	63.65742174
1235	63.65536051
1236	63.65503599
1237	63.64736075
1238	63.60370312
1239	63.60335976
1240	63.58338314
1241	63.57776294
1242	63.56493983
1243	63.56079284
1244	63.56016028
1245	63.5356188
1246	63.49928367
1247	63.49862083
1248	63.49827179
1249	63.49797442
1250	63.49787018
1251	63.49738713
1252	63.48972372
1253	63.47983289
1254	63.4732955
1255	63.45905067
1256	63.45876036
1257	63.44000392
1258	63.4398266
1259	63.41106238
1260	63.40841333
1261	63.40792794
1262	63.40778897
1263	63.40429677
1264	63.40197975
1265	63.38020497
1266	63.35483954
1267	63.33424852
1268	63.33336221
1269	63.3329445
1270	63.3197362
1271	63.31937101
1272	63.28785217
1273	63.27718466
1274	63.26595638
1275	63.25651074
1276	63.25501859
1277	63.24596709
1278	63.18606339
1279	63.18002026
1280	63.16451641
1281	63.13713692
1282	63.12484008
1283	63.10627982
1284	63.07476535
1285	62.99128934
1286	62.98130184
1287	62.9445775
1288	62.94255593
1289	62.93108289
1290	62.92928372
1291	62.90987771
1292	62.90962238
1293	62.87538684
1294	62.87378837
1295	62.8716484
1296	62.85651741
1297	62.83874436
1298	62.8305728
1299	62.82681345
1300	62.82355988
1301	62.81631106
1302	62.80689143
1303	62.79182978
1304	62.76917871
1305	62.75941368
1306	62.75201136
1307	62.73430161
1308	62.72258893
1309	62.70041294
1310	62.69626247
1311	62.6799708
1312	62.67753345
1313	62.64798404
1314	62.64562466
1315	62.64247435
1316	62.63017303
1317	62.62670892
1318	62.62429751
1319	62.6241981
1320	62.61665211
1321	62.58748194
1322	62.52724562
1323	62.51692112
1324	62.4815048
1325	62.46696788
1326	62.46684506
1327	62.45054052
1328	62.41417043
1329	62.40737851
1330	62.40366667
1331	62.34674029
1332	62.34640232
1333	62.34615947
1334	62.32528429
1335	62.30262529
1336	62.30240717
1337	62.29018629
1338	62.28307136
1339	62.26254047
1340	62.25122432
1341	62.24413097
1342	62.24296814
1343	62.2306697
1344	62.22336501
1345	62.21119846
1346	62.21001524
1347	62.20678227
1348	62.20245001
1349	62.20142919
1350	62.18192122
1351	62.17407164
1352	62.16625906
1353	62.165518
1354	62.16465792
1355	62.16378139
1356	62.16150016
1357	62.14136181
1358	62.12442449
1359	62.12185002
1360	62.11171946
1361	62.07663696
1362	62.00961119
1363	61.98931697
1364	61.98102687
1365	61.98047591
1366	61.97202681
1367	61.92691373
1368	61.90739345
1369	61.9050938
1370	61.89550352
1371	61.87494173
1372	61.84081133
1373	61.79483697
1374	61.78368853
1375	61.78068673
1376	61.77544695
1377	61.76505919
1378	61.75648171
1379	61.75086668
1380	61.74218001
1381	61.73687541
1382	61.68670795
1383	61.68448095
1384	61.6789358
1385	61.67839661
1386	61.66067248
1387	61.63956542
1388	61.62669824
1389	61.61083552
1390	61.59618476
1391	61.5939931
1392	61.55928661
1393	61.55574743
1394	61.54914218
1395	61.5399919
1396	61.53128934
1397	61.51279252
1398	61.505157
1399	61.48596179
1400	61.48065159
1401	61.46876029
1402	61.43999024
1403	61.42813074
1404	61.41987333
1405	61.39708596
1406	61.3837019
1407	61.38237817
1408	61.38076495
1409	61.36722914
1410	61.32802914
1411	61.31167236
1412	61.29343872
1413	61.24356149
1414	61.2312413
1415	61.21933309
1416	61.19973763
1417	61.19286937
1418	61.19231688
1419	61.18513707
1420	61.18019379
1421	61.16984447
1422	61.15977615
1423	61.1551414
1424	61.14465549
1425	61.09833575
1426	61.09263685
1427	61.07500753
1428	61.07374589
1429	61.06251027
1430	61.04795199
1431	61.02244148
1432	60.99675485
1433	60.97803613
1434	60.97573265
1435	60.89430147
1436	60.884968
1437	60.84206335
1438	60.83827175
1439	60.83745557
1440	60.82144977
1441	60.81906192
1442	60.80636062
1443	60.79806566
1444	60.77814641
1445	60.75805287
1446	60.74873074
1447	60.71770784
1448	60.68848132
1449	60.67678455
1450	60.67422767
1451	60.66444957
1452	60.66261725
1453	60.66045858
1454	60.66012323
1455	60.64638829
1456	60.62904718
1457	60.57160361
1458	60.54701562
1459	60.53229767
1460	60.53196993
1461	60.53132539
1462	60.53054968
1463	60.52314726
1464	60.5077726
1465	60.49169134
1466	60.48453032
1467	60.48071304
1468	60.47749699
1469	60.44541878
1470	60.43267133
1471	60.39146475
1472	60.38432114
1473	60.37242451
1474	60.35222976
1475	60.33700217
1476	60.31340178
1477	60.29601343
1478	60.28404381
1479	60.17842024
1480	60.16765972
1481	60.15461017
1482	60.14859605
1483	60.13580055
1484	60.12560886
1485	60.10593295
1486	60.09122129
1487	60.0895547
1488	60.08168401
1489	60.06924028
1490	60.04764619
1491	60.03809947
1492	60.0260886
1493	60.02104434
1494	59.98254455
1495	59.97774541
1496	59.96487105
1497	59.95670468
1498	59.93708044
1499	59.92531475
1500	59.90517091
1501	59.89093966
1502	59.88823078
1503	59.84574134
1504	59.82886237
1505	59.75779526
1506	59.75337492
1507	59.74290104
1508	59.73931437
1509	59.71471682
1510	59.70470984
1511	59.69980127
1512	59.6407081
1513	59.62952408
1514	59.62096137
1515	59.60320221
1516	59.59749197
1517	59.57835223
1518	59.57269326
1519	59.57037551
1520	59.55418316
1521	59.54348948
1522	59.54341845
1523	59.51651074
1524	59.49521719
1525	59.46275284
1526	59.45332123
1527	59.43783168
1528	59.42759531
1529	59.37217163
1530	59.3500874
1531	59.33375363
1532	59.31467427
1533	59.30985654
1534	59.2627365
1535	59.21208727
1536	59.20392552
1537	59.20123783
1538	59.18876962
1539	59.18309648
1540	59.18292044
1541	59.15781579
1542	59.1535722
1543	59.1519036
1544	59.1397105
1545	59.13158774
1546	59.09717551
1547	59.08758945
1548	59.08022224
1549	59.06745003
1550	59.06710824
1551	59.0524535
1552	59.05020203
1553	59.03900476
1554	59.02770805
1555	59.00598321
1556	59.00393071
1557	58.98680805
1558	58.95593314
1559	58.95409272
1560	58.93728883
1561	58.93542078
1562	58.93361956
1563	58.92903831
1564	58.91053984
1565	58.88686399
1566	58.87468462
1567	58.86064542
1568	58.84768891
1569	58.82368337
1570	58.80629247
1571	58.80002419
1572	58.78170296
1573	58.78012252
1574	58.77865188
1575	58.75160674
1576	58.74615632
1577	58.74106622
1578	58.70406711
1579	58.7019347
1580	58.68625737
1581	58.68104645
1582	58.63248071
1583	58.62139431
1584	58.56411582
1585	58.55081828
1586	58.50670826
1587	58.49460674
1588	58.4820019
1589	58.47376525
1590	58.45574814
1591	58.4477257
1592	58.43698163
1593	58.37092255
1594	58.35307521
1595	58.320722
1596	58.3117753
1597	58.30399292
1598	58.23302138
1599	58.22006242
1600	58.21124253
1601	58.1255366
1602	58.12055384
1603	58.1108227
1604	58.10611611
1605	58.1020506
1606	58.08060859
1607	58.02675576
1608	58.01074409
1609	57.98868894
1610	57.98154194
1611	57.97113118
1612	57.96092804
1613	57.93599482
1614	57.92495345
1615	57.91870094
1616	57.90856046
1617	57.85688863
1618	57.85277895
1619	57.82927648
1620	57.8040181
1621	57.7873641
1622	57.76239701
1623	57.75900569
1624	57.75261834
1625	57.74427551
1626	57.73024092
1627	57.70835806
1628	57.69422121
1629	57.68672611
1630	57.68070845
1631	57.66977046
1632	57.6647648
1633	57.66186021
1634	57.61196482
1635	57.60640061
1636	57.56906956
1637	57.53971504
1638	57.52000048
1639	57.5197941
1640	57.50813957
1641	57.48453836
1642	57.47714938
1643	57.46552076
1644	57.45828238
1645	57.42853612
1646	57.42234346
1647	57.39147096
1648	57.38952701
1649	57.3736488
1650	57.35547203
1651	57.35087609
1652	57.34049251
1653	57.33619629
1654	57.31860162
1655	57.31442531
1656	57.29523396
1657	57.27158731
1658	57.26912913
1659	57.25998744
1660	57.25856948
1661	57.24157635
1662	57.21869201
1663	57.19464564
1664	57.18668438
1665	57.16180204
1666	57.16132031
1667	57.14094854
1668	57.13238296
